image_path,root_mask_path,shoot_mask_path,seed_mask_path
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/047_43-11-ROOT1-2023-08-08_pvd_OD0001_f6h1_04-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/047_43-11-ROOT1-2023-08-08_pvd_OD0001_f6h1_04-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/047_43-11-ROOT1-2023-08-08_pvd_OD0001_f6h1_04-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/047_43-11-ROOT1-2023-08-08_pvd_OD0001_f6h1_04-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/047_43-17-ROOT1-2023-08-08_pvdCherry_OD01_Col0_03-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/047_43-17-ROOT1-2023-08-08_pvdCherry_OD01_Col0_03-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/047_43-17-ROOT1-2023-08-08_pvdCherry_OD01_Col0_03-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/047_43-17-ROOT1-2023-08-08_pvdCherry_OD01_Col0_03-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/047_43-17-ROOT1-2023-08-08_pvd_OD01_f6h1_03-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/047_43-17-ROOT1-2023-08-08_pvd_OD01_f6h1_03-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/047_43-17-ROOT1-2023-08-08_pvd_OD01_f6h1_03-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/047_43-17-ROOT1-2023-08-08_pvd_OD01_f6h1_03-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/048_43-11-ROOT1-2023-08-08_mock_pH5_+Fe_Col0_02-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/048_43-11-ROOT1-2023-08-08_mock_pH5_+Fe_Col0_02-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/048_43-11-ROOT1-2023-08-08_mock_pH5_+Fe_Col0_02-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/048_43-11-ROOT1-2023-08-08_mock_pH5_+Fe_Col0_02-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/048_43-14-ROOT1-2023-08-08_pvd_OD0001_col-0_01-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/048_43-14-ROOT1-2023-08-08_pvd_OD0001_col-0_01-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/048_43-14-ROOT1-2023-08-08_pvd_OD0001_col-0_01-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/048_43-14-ROOT1-2023-08-08_pvd_OD0001_col-0_01-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/048_43-18-ROOT1-2023-08-08_pvd_OD0001_col-0_02-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/048_43-18-ROOT1-2023-08-08_pvd_OD0001_col-0_02-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/048_43-18-ROOT1-2023-08-08_pvd_OD0001_col-0_02-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/048_43-18-ROOT1-2023-08-08_pvd_OD0001_col-0_02-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/049_43-11-ROOT1-2023-08-08_pvd_OD01_f6h1_05-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/049_43-11-ROOT1-2023-08-08_pvd_OD01_f6h1_05-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/049_43-11-ROOT1-2023-08-08_pvd_OD01_f6h1_05-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/049_43-11-ROOT1-2023-08-08_pvd_OD01_f6h1_05-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/049_43-17-ROOT1-2023-08-08_control_pH7_-Fe+B_f6h1_01-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/049_43-17-ROOT1-2023-08-08_control_pH7_-Fe+B_f6h1_01-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/049_43-17-ROOT1-2023-08-08_control_pH7_-Fe+B_f6h1_01-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/049_43-17-ROOT1-2023-08-08_control_pH7_-Fe+B_f6h1_01-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/049_43-17-ROOT1-2023-08-08_control_pH7_-Fe+B_f6h1_02-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/049_43-17-ROOT1-2023-08-08_control_pH7_-Fe+B_f6h1_02-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/049_43-17-ROOT1-2023-08-08_control_pH7_-Fe+B_f6h1_02-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/049_43-17-ROOT1-2023-08-08_control_pH7_-Fe+B_f6h1_02-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/050_43-11-ROOT1-2023-08-08_mock_pH5_+Fe_Col0_04-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/050_43-11-ROOT1-2023-08-08_mock_pH5_+Fe_Col0_04-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/050_43-11-ROOT1-2023-08-08_mock_pH5_+Fe_Col0_04-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/050_43-11-ROOT1-2023-08-08_mock_pH5_+Fe_Col0_04-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/050_43-14-ROOT1-2023-08-08_pvd_OD0001_col-0_02-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/050_43-14-ROOT1-2023-08-08_pvd_OD0001_col-0_02-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/050_43-14-ROOT1-2023-08-08_pvd_OD0001_col-0_02-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/050_43-14-ROOT1-2023-08-08_pvd_OD0001_col-0_02-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/050_43-18-ROOT1-2023-08-08_mock_pH5_f6h1_04-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/050_43-18-ROOT1-2023-08-08_mock_pH5_f6h1_04-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/050_43-18-ROOT1-2023-08-08_mock_pH5_f6h1_04-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/050_43-18-ROOT1-2023-08-08_mock_pH5_f6h1_04-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/051_43-11-ROOT1-2023-08-08_control_pH7_-Fe+B_col0_04-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/051_43-11-ROOT1-2023-08-08_control_pH7_-Fe+B_col0_04-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/051_43-11-ROOT1-2023-08-08_control_pH7_-Fe+B_col0_04-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/051_43-11-ROOT1-2023-08-08_control_pH7_-Fe+B_col0_04-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/051_43-13-ROOT1-2023-08-08_pvdCherry_OD001_f6h1_01-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/051_43-13-ROOT1-2023-08-08_pvdCherry_OD001_f6h1_01-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/051_43-13-ROOT1-2023-08-08_pvdCherry_OD001_f6h1_01-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/051_43-13-ROOT1-2023-08-08_pvdCherry_OD001_f6h1_01-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/051_43-18-ROOT1-2023-08-08_pvd_OD0001_col-0_01-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/051_43-18-ROOT1-2023-08-08_pvd_OD0001_col-0_01-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/051_43-18-ROOT1-2023-08-08_pvd_OD0001_col-0_01-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/051_43-18-ROOT1-2023-08-08_pvd_OD0001_col-0_01-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/052_43-11-ROOT1-2023-08-08_pvd_OD001_Col0_03-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/052_43-11-ROOT1-2023-08-08_pvd_OD001_Col0_03-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/052_43-11-ROOT1-2023-08-08_pvd_OD001_Col0_03-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/052_43-11-ROOT1-2023-08-08_pvd_OD001_Col0_03-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/052_43-17-ROOT1-2023-08-08_pvd_OD0001_col-0_03-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/052_43-17-ROOT1-2023-08-08_pvd_OD0001_col-0_03-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/052_43-17-ROOT1-2023-08-08_pvd_OD0001_col-0_03-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/052_43-17-ROOT1-2023-08-08_pvd_OD0001_col-0_03-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/052_43-18-ROOT1-2023-08-08_pvd_OD0001_f6h1_03-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/052_43-18-ROOT1-2023-08-08_pvd_OD0001_f6h1_03-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/052_43-18-ROOT1-2023-08-08_pvd_OD0001_f6h1_03-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/052_43-18-ROOT1-2023-08-08_pvd_OD0001_f6h1_03-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_212231_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_212231_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_212231_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_212231_im1_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_212231_im2.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_212231_im2_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_212231_im2_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_212231_im2_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_212231_im3.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_212231_im3_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_212231_im3_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_212231_im3_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_212231_im4.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_212231_im4_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_212231_im4_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_212231_im4_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_212231_im5.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_212231_im5_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_212231_im5_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_212231_im5_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_220471_im1.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_220471_im2.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_220471_im3.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_220471_im4.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_220471_im5.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_230858_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_230858_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_230858_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_230858_im1_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_230858_im2.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_230858_im2_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_230858_im2_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_230858_im2_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_230858_im3.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_230858_im3_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_230858_im3_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_230858_im3_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_230858_im4.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_230858_im4_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_230858_im4_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_230858_im4_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_230858_im5.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_230858_im5_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_230858_im5_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_230858_im5_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_231131_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_231131_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_231131_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_231131_im1_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_231131_im2.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_231131_im2_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_231131_im2_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_231131_im2_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_231131_im3.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_231131_im3_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_231131_im3_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_231131_im3_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_231131_im4.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_231131_im4_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_231131_im4_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_231131_im4_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_231131_im5.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_231131_im5_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_231131_im5_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_231131_im5_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Alican_231648_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_231648_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_231648_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Alican/train_Alican_231648_im1_seed_mask.tif
